# Total Phase Data Center(tm) v7.01
# (c) 2005-2021 Total Phase, Inc.
# www.totalphase.com
#
# 
#
# Level,Sp,Index,m:s.ms.us,Dur,Len,Err,Dev,Ep,Record,Summary
0,FS,5274,7:01.044.038,100.005.416 ms,8 B,,12,02,IN txn   [25 POLL],03 20 3B 04 80 01 00 00
1,FS,5275,7:01.044.038,95.996.833 ms,,,12,02,   [25 IN-NAK],
1,FS,5276,7:01.144.030,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,5277,7:01.144.034,7.416 us,11 B,,12,02,   DATA0 packet,C3 03 20 3B 04 80 01 00 00 53 68
1,FS,5278,7:01.144.042,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,5279,7:01.679.396,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,5280,7:01.148.038,536.014.583 ms,18 B,,12,02,IN txn   [134 POLL],20 00 51 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,5281,7:01.148.038,531.999.166 ms,,,12,02,   [134 IN-NAK],
1,FS,5282,7:01.684.033,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,5283,7:01.684.037,14.250 us,21 B,,12,02,   DATA1 packet,4B 20 00 51 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD 83 02
1,FS,5284,7:01.684.052,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,5285,7:02.652.401,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,5286,7:01.688.042,972.016.583 ms,18 B,,12,02,IN txn   [243 POLL],20 00 52 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,5287,7:01.688.042,968.001.083 ms,,,12,02,   [243 IN-NAK],
1,FS,5288,7:02.660.039,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,5289,7:02.660.042,14.333 us,21 B,,12,02,   DATA0 packet,C3 20 00 52 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD FD 63
1,FS,5290,7:02.660.058,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,5291,7:03.398.405,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,5292,7:02.664.047,744.015.750 ms,18 B,,12,02,IN txn   [186 POLL],20 00 53 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,5293,7:02.664.047,740.000.250 ms,,,12,02,   [186 IN-NAK],
1,FS,5294,7:03.408.043,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,5295,7:03.408.046,14.250 us,21 B,,12,02,   DATA1 packet,4B 20 00 53 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD 02 63
1,FS,5296,7:03.408.062,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,5297,7:04.155.409,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,5298,7:03.412.051,756.015.750 ms,18 B,,12,02,IN txn   [189 POLL],20 00 54 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,5299,7:03.412.051,752.000.166 ms,,,12,02,   [189 IN-NAK],
1,FS,5300,7:04.168.047,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,5301,7:04.168.050,14.333 us,21 B,,12,02,   DATA0 packet,C3 20 00 54 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD 7E C1
1,FS,5302,7:04.168.066,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,5303,7:05.119.414,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,5304,7:04.172.047,952.024.666 ms,18 B,,12,02,IN txn   [238 POLL],20 00 55 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,5305,7:04.172.047,948.009.166 ms,,,12,02,   [238 IN-NAK],
1,FS,5306,7:05.124.052,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,5307,7:05.124.056,14.250 us,21 B,,12,02,   DATA1 packet,4B 20 00 55 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD 81 C1
1,FS,5308,7:05.124.071,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,5309,7:05.861.417,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,5310,7:05.128.062,740.013.500 ms,18 B,,12,02,IN txn   [185 POLL],20 00 56 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,5311,7:05.128.062,735.998.000 ms,,,12,02,   [185 IN-NAK],
1,FS,5312,7:05.868.056,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,5313,7:05.868.060,14.333 us,21 B,,12,02,   DATA0 packet,C3 20 00 56 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD FF A0
1,FS,5314,7:05.868.075,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,5315,7:06.496.421,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,5316,7:05.872.064,632.015.083 ms,18 B,,12,02,IN txn   [158 POLL],20 00 57 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,5317,7:05.872.064,627.999.666 ms,,,12,02,   [158 IN-NAK],
1,FS,5318,7:06.504.060,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,5319,7:06.504.063,14.250 us,21 B,,12,02,   DATA1 packet,4B 20 00 57 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD 00 A0
1,FS,5320,7:06.504.078,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,5321,7:07.242.424,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,5322,7:06.508.076,740.006.916 ms,18 B,,12,02,IN txn   [185 POLL],20 00 58 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,5323,7:06.508.076,735.991.416 ms,,,12,02,   [185 IN-NAK],
1,FS,5324,7:07.248.064,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,5325,7:07.248.067,14.250 us,21 B,,12,02,   DATA0 packet,C3 20 00 58 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD 7B C4
1,FS,5326,7:07.248.083,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,5327,7:08.171.429,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,5328,7:07.252.072,928.016.333 ms,18 B,,12,02,IN txn   [232 POLL],20 00 59 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,5329,7:07.252.072,924.000.833 ms,,,12,02,   [232 IN-NAK],
1,FS,5330,7:08.180.069,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,5331,7:08.180.072,14.250 us,21 B,,12,02,   DATA1 packet,4B 20 00 59 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD 84 C4
1,FS,5332,7:08.180.088,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,5333,7:09.156.434,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,5334,7:08.184.077,980.017.083 ms,18 B,,12,02,IN txn   [245 POLL],20 00 5A 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,5335,7:08.184.077,976.001.500 ms,,,12,02,   [245 IN-NAK],
1,FS,5336,7:09.164.074,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,5337,7:09.164.078,14.333 us,21 B,,12,02,   DATA0 packet,C3 20 00 5A 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD FA A5
1,FS,5338,7:09.164.093,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,5339,7:09.808.437,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,5340,7:09.168.082,652.015.083 ms,18 B,,12,02,IN txn   [163 POLL],20 00 5B 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,5341,7:09.168.082,647.999.666 ms,,,12,02,   [163 IN-NAK],
1,FS,5342,7:09.820.078,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,5343,7:09.820.081,14.250 us,21 B,,12,02,   DATA1 packet,4B 20 00 5B 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD 05 A5
1,FS,5344,7:09.820.097,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,5345,7:10.467.440,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,5346,7:09.824.087,648.014.166 ms,18 B,,12,02,IN txn   [162 POLL],20 00 5C 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,5347,7:09.824.087,643.998.666 ms,,,12,02,   [162 IN-NAK],
1,FS,5348,7:10.472.081,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,5349,7:10.472.085,14.250 us,21 B,,12,02,   DATA0 packet,C3 20 00 5C 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD 79 07
1,FS,5350,7:10.472.100,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,5351,7:11.309.445,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,5352,7:10.476.106,839.999.500 ms,18 B,,12,02,IN txn   [210 POLL],20 00 5D 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,5353,7:10.476.106,835.984.083 ms,,,12,02,   [210 IN-NAK],
1,FS,5354,7:11.316.086,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,5355,7:11.316.089,14.250 us,21 B,,12,02,   DATA1 packet,4B 20 00 5D 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD 86 07
1,FS,5356,7:11.316.105,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,5357,7:11.761.447,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,5358,7:11.320.094,448.014.083 ms,18 B,,12,02,IN txn   [112 POLL],20 00 5E 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,5359,7:11.320.094,443.998.666 ms,,,12,02,   [112 IN-NAK],
1,FS,5360,7:11.768.089,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,5361,7:11.768.092,14.250 us,21 B,,12,02,   DATA0 packet,C3 20 00 5E 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD F8 66
1,FS,5362,7:11.768.107,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,5363,7:12.218.449,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,5364,7:11.772.097,456.013.750 ms,18 B,,12,02,IN txn   [114 POLL],20 00 5F 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,5365,7:11.772.097,451.998.333 ms,,,12,02,   [114 IN-NAK],
1,FS,5366,7:12.228.091,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,5367,7:12.228.094,14.250 us,21 B,,12,02,   DATA1 packet,4B 20 00 5F 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD 07 66
1,FS,5368,7:12.228.110,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,5369,7:12.708.452,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,5370,7:12.232.116,479.997.500 ms,18 B,,12,02,IN txn   [120 POLL],20 00 60 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,5371,7:12.232.116,475.982.083 ms,,,12,02,   [120 IN-NAK],
1,FS,5372,7:12.712.094,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,5373,7:12.712.097,14.250 us,21 B,,12,02,   DATA0 packet,C3 20 00 60 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD 68 16
1,FS,5374,7:12.712.112,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,5375,7:13.205.454,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,5376,7:12.716.102,496.014.250 ms,18 B,,12,02,IN txn   [124 POLL],20 00 61 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,5377,7:12.716.102,491.998.833 ms,,,12,02,   [124 IN-NAK],
1,FS,5378,7:13.212.096,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,5379,7:13.212.100,14.250 us,21 B,,12,02,   DATA1 packet,4B 20 00 61 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD 97 16
1,FS,5380,7:13.212.115,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,5381,7:13.945.458,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,5382,7:13.216.105,736.015.250 ms,18 B,,12,02,IN txn   [184 POLL],20 00 62 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,5383,7:13.216.105,731.999.750 ms,,,12,02,   [184 IN-NAK],
1,FS,5384,7:13.952.100,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,5385,7:13.952.104,14.333 us,21 B,,12,02,   DATA0 packet,C3 20 00 62 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD E9 77
1,FS,5386,7:13.952.119,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,5387,7:14.799.462,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,5388,7:13.956.110,852.014.833 ms,18 B,,12,02,IN txn   [213 POLL],20 00 63 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,5389,7:13.956.110,847.999.416 ms,,,12,02,   [213 IN-NAK],
1,FS,5390,7:14.808.105,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,5391,7:14.808.108,14.250 us,21 B,,12,02,   DATA1 packet,4B 20 00 63 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD 16 77
1,FS,5392,7:14.808.124,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,5393,7:15.343.465,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,5394,7:14.812.106,536.021.083 ms,18 B,,12,02,IN txn   [134 POLL],20 00 64 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,5395,7:14.812.106,532.005.583 ms,,,12,02,   [134 IN-NAK],
1,FS,5396,7:15.348.108,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,5397,7:15.348.111,14.250 us,21 B,,12,02,   DATA0 packet,C3 20 00 64 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD 6A D5
1,FS,5398,7:15.348.127,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,5399,7:15.773.467,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,5400,7:15.352.116,432.013.583 ms,18 B,,12,02,IN txn   [108 POLL],20 00 65 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,5401,7:15.352.116,427.998.250 ms,,,12,02,   [108 IN-NAK],
1,FS,5402,7:15.784.110,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,5403,7:15.784.114,14.250 us,21 B,,12,02,   DATA1 packet,4B 20 00 65 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD 95 D5
1,FS,5404,7:15.784.129,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,5405,7:16.667.471,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,5406,7:15.788.120,884.015.083 ms,18 B,,12,02,IN txn   [221 POLL],20 00 66 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,5407,7:15.788.120,879.999.666 ms,,,12,02,   [221 IN-NAK],
1,FS,5408,7:16.672.115,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,5409,7:16.672.119,14.250 us,21 B,,12,02,   DATA0 packet,C3 20 00 66 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD EB B4
1,FS,5410,7:16.672.134,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,5411,7:17.495.476,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,5412,7:16.676.123,824.016.250 ms,18 B,,12,02,IN txn   [206 POLL],20 00 67 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,5413,7:16.676.123,820.000.666 ms,,,12,02,   [206 IN-NAK],
1,FS,5414,7:17.500.120,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,5415,7:17.500.123,14.250 us,21 B,,12,02,   DATA1 packet,4B 20 00 67 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD 14 B4
1,FS,5416,7:17.500.139,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,5417,7:18.077.479,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,5418,7:17.504.144,575.998.500 ms,18 B,,12,02,IN txn   [144 POLL],20 00 68 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,5419,7:17.504.144,571.982.916 ms,,,12,02,   [144 IN-NAK],
1,FS,5420,7:18.080.123,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,5421,7:18.080.126,14.250 us,21 B,,12,02,   DATA0 packet,C3 20 00 68 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD 6F D0
1,FS,5422,7:18.080.142,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,5423,7:19.008.483,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,5424,7:18.084.131,932.016.750 ms,18 B,,12,02,IN txn   [233 POLL],20 00 69 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,5425,7:18.084.131,928.001.250 ms,,,12,02,   [233 IN-NAK],
1,FS,5426,7:19.016.128,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,5427,7:19.016.131,14.250 us,21 B,,12,02,   DATA1 packet,4B 20 00 69 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD 90 D0
1,FS,5428,7:19.016.147,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,5429,7:19.451.485,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,5430,7:19.020.136,440.014.083 ms,18 B,,12,02,IN txn   [110 POLL],20 00 6A 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,5431,7:19.020.136,435.998.583 ms,,,12,02,   [110 IN-NAK],
1,FS,5432,7:19.460.131,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,5433,7:19.460.134,14.250 us,21 B,,12,02,   DATA0 packet,C3 20 00 6A 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD EE B1
1,FS,5434,7:19.460.149,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,5435,7:20.206.489,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,5436,7:19.464.139,748.015.000 ms,18 B,,12,02,IN txn   [187 POLL],20 00 6B 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,5437,7:19.464.139,743.999.500 ms,,,12,02,   [187 IN-NAK],
1,FS,5438,7:20.212.135,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,5439,7:20.212.138,14.250 us,21 B,,12,02,   DATA1 packet,4B 20 00 6B 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD 11 B1
1,FS,5440,7:20.212.153,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,5441,7:21.109.494,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,5442,7:20.216.143,896.016.166 ms,18 B,,12,02,IN txn   [224 POLL],20 00 6C 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,5443,7:20.216.143,892.000.750 ms,,,12,02,   [224 IN-NAK],
1,FS,5444,7:21.112.140,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,5445,7:21.112.143,14.250 us,21 B,,12,02,   DATA0 packet,C3 20 00 6C 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD 6D 13
1,FS,5446,7:21.112.158,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,5447,7:21.116.147,44.005.000 ms,8 B,,12,02,IN txn   [11 POLL],03 20 3C 04 80 01 00 00
1,FS,5448,7:21.116.147,39.996.333 ms,,,12,02,   [11 IN-NAK],
1,FS,5449,7:21.160.140,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,5450,7:21.160.143,7.416 us,11 B,,12,02,   DATA1 packet,4B 03 20 3C 04 80 01 00 00 52 DF
1,FS,5451,7:21.160.152,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,5452,7:21.631.496,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,5453,7:21.164.148,472.014.250 ms,18 B,,12,02,IN txn   [118 POLL],20 00 6D 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,5454,7:21.164.148,467.998.750 ms,,,12,02,   [118 IN-NAK],
1,FS,5455,7:21.636.142,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,5456,7:21.636.146,14.250 us,21 B,,12,02,   DATA0 packet,C3 20 00 6D 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD 92 13
1,FS,5457,7:21.636.161,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,5458,7:22.524.501,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,5459,7:21.640.142,892.024.250 ms,18 B,,12,02,IN txn   [223 POLL],20 00 6E 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,5460,7:21.640.142,888.008.750 ms,,,12,02,   [223 IN-NAK],
1,FS,5461,7:22.532.147,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,5462,7:22.532.151,14.250 us,21 B,,12,02,   DATA1 packet,4B 20 00 6E 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD EC 72
1,FS,5463,7:22.532.166,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,5464,7:23.430.505,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,5465,7:22.536.155,900.016.583 ms,18 B,,12,02,IN txn   [225 POLL],20 00 6F 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,5466,7:22.536.155,896.001.000 ms,,,12,02,   [225 IN-NAK],
1,FS,5467,7:23.436.152,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,5468,7:23.436.155,14.250 us,21 B,,12,02,   DATA0 packet,C3 20 00 6F 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD 13 72
1,FS,5469,7:23.436.171,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,5470,7:24.190.509,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,5471,7:23.440.176,759.999.583 ms,18 B,,12,02,IN txn   [190 POLL],20 00 70 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,5472,7:23.440.176,755.984.083 ms,,,12,02,   [190 IN-NAK],
1,FS,5473,7:24.200.156,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,5474,7:24.200.160,14.250 us,21 B,,12,02,   DATA1 packet,4B 20 00 70 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD 65 DA
1,FS,5475,7:24.200.175,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,5476,7:25.073.513,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,5477,7:24.204.180,876.000.166 ms,18 B,,12,02,IN txn   [219 POLL],20 00 71 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,5478,7:24.204.180,871.984.750 ms,,,12,02,   [219 IN-NAK],
1,FS,5479,7:25.080.161,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,5480,7:25.080.164,14.250 us,21 B,,12,02,   DATA0 packet,C3 20 00 71 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD 9A DA
1,FS,5481,7:25.080.180,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,5482,7:26.045.518,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,5483,7:25.084.169,972.016.916 ms,18 B,,12,02,IN txn   [243 POLL],20 00 72 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,5484,7:25.084.169,968.001.416 ms,,,12,02,   [243 IN-NAK],
1,FS,5485,7:26.056.167,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,5486,7:26.056.170,14.250 us,21 B,,12,02,   DATA1 packet,4B 20 00 72 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD E4 BB
1,FS,5487,7:26.056.185,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,5488,7:26.864.522,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,5489,7:26.060.193,807.997.750 ms,18 B,,12,02,IN txn   [202 POLL],20 00 73 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,5490,7:26.060.193,803.982.250 ms,,,12,02,   [202 IN-NAK],
1,FS,5491,7:26.868.171,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,5492,7:26.868.174,14.250 us,21 B,,12,02,   DATA0 packet,C3 20 00 73 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD 1B BB
1,FS,5493,7:26.868.190,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,5494,7:27.698.527,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,5495,7:26.872.179,836.016.250 ms,18 B,,12,02,IN txn   [209 POLL],20 00 74 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,5496,7:26.872.179,832.000.750 ms,,,12,02,   [209 IN-NAK],
1,FS,5497,7:27.708.176,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,5498,7:27.708.179,14.250 us,21 B,,12,02,   DATA1 packet,4B 20 00 74 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD 67 19
1,FS,5499,7:27.708.194,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,5500,7:28.396.530,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,5501,7:27.712.176,688.023.166 ms,18 B,,12,02,IN txn   [172 POLL],20 00 75 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,5502,7:27.712.176,684.007.750 ms,,,12,02,   [172 IN-NAK],
1,FS,5503,7:28.400.179,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,5504,7:28.400.183,14.250 us,21 B,,12,02,   DATA0 packet,C3 20 00 75 0E 00 00 00 00 00 00 DC 02 FB FA 39 01 1B FD 98 19
1,FS,5505,7:28.400.198,750 ns,1 B,,12,02,   ACK packet,D2
0,FS,5506,7:29.381.535,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,5507,7:28.404.187,980.017.000 ms,18 B,,12,02,IN txn   [245 POLL],20 00 76 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD
1,FS,5508,7:28.404.187,976.001.500 ms,,,12,02,   [245 IN-NAK],
1,FS,5509,7:29.384.185,2.083 us,3 B,,12,02,   IN packet,69 0C 71
1,FS,5510,7:29.384.188,14.250 us,21 B,,12,02,   DATA1 packet,4B 20 00 76 0E 00 10 00 00 00 00 DC 02 FB FA 39 01 1B FD E6 78
